City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,katsuura,35.1333,140.3,60.74600000000005,75,83,7.63,JP,1678363750
326,sambava,-14.2667,50.1667,85.22600000000008,66,74,4.65,MG,1678363753
327,honningsvag,70.9821,25.9704,20.948000000000025,53,75,6.17,NO,1678363755
328,whitehorse,60.7161,-135.0538,2.0120000000000573,58,87,1.34,CA,1678363613
329,laurel,39.0993,-76.8483,36.860000000000085,69,0,2.06,US,1678363655
330,nadym,65.5333,72.5167,3.002000000000077,82,70,8.21,RU,1678363760
331,ancud,-41.8697,-73.8203,52.268000000000086,90,100,2.79,CL,1678363762
332,mareeba,-17.0,145.4333,77.72000000000006,91,23,1.07,AU,1678363765
333,porto novo,6.4965,2.6036,89.88800000000005,56,31,4.61,BJ,1678363767
334,bontang,0.1333,117.5,79.62800000000007,83,38,2.22,ID,1678363769
335,egvekinot,66.3167,-179.1667,2.2280000000000655,96,96,0.69,RU,1678363771
336,khuzdar,27.7384,66.6434,76.13600000000007,19,1,1.75,PK,1678363774
337,formosa,-26.1775,-58.1781,78.96200000000006,80,0,0.89,AR,1678363775
338,gat,31.61,34.7642,68.77400000000002,16,6,5.27,IL,1678363561
339,iskateley,67.6803,53.1512,20.60600000000003,86,100,7.84,RU,1678363779
340,qaqortoq,60.7167,-46.0333,19.598000000000024,70,84,3.93,GL,1678363781
341,alofi,-19.0595,-169.9187,79.95200000000008,83,100,10.23,NU,1678363783
342,aykhal,66.0,111.5,1.6339999999999932,99,100,1.25,RU,1678363785
343,bay city,43.5945,-83.8889,32.0,86,0,3.6,US,1678363633
344,katobu,-4.9408,122.5276,76.56800000000008,89,32,1.5,ID,1678363787
345,saint-paul,-21.0096,55.2707,84.36200000000005,92,66,0.89,RE,1678363789
346,vicosa,-20.7539,-42.8819,73.058,83,100,2.99,BR,1678363790
347,pinawa,50.1489,-95.8811,13.82000000000006,96,97,2.0,CA,1678363792
348,tautira,-17.7333,-149.15,80.67200000000004,82,22,3.1,PF,1678363793
349,esperance,-33.8667,121.9,68.99000000000002,71,5,7.69,AU,1678363794
350,novopokrovka,49.8425,36.5477,56.55200000000008,51,60,7.39,UA,1678363797
351,kalabo,-14.97,22.6814,88.23200000000001,46,57,1.9,ZM,1678363798
352,poum,-20.2333,164.0167,80.13200000000002,70,21,4.39,NC,1678363800
353,camrose,53.0168,-112.8353,-10.08399999999994,69,97,2.86,CA,1678363801
354,nouadhibou,20.931,-17.0347,69.62000000000006,53,0,3.84,MR,1678363804
355,tigil,57.8,158.6667,-8.193999999999974,100,79,1.01,RU,1678363806
356,grootfontein,-19.5667,18.1167,90.75200000000008,13,15,4.11,NA,1678363808
357,samarai,-10.6167,150.6667,81.78800000000004,74,71,1.39,PG,1678363810
358,fortuna,40.5982,-124.1573,44.94199999999999,81,100,8.23,US,1678363812
359,warri,5.5167,5.75,91.31000000000009,53,95,2.6,NG,1678363813
360,juneau,58.3019,-134.4197,11.408000000000005,88,48,3.12,US,1678363723
361,tuatapere,-46.1333,167.6833,51.22400000000001,84,16,1.83,NZ,1678363818
362,almeirim,-1.5233,-52.5817,76.04600000000005,91,97,1.69,BR,1678363819
363,general bravo,25.8,-99.1667,68.70200000000008,89,6,4.97,MX,1678363821
364,moussoro,13.6408,16.4901,102.88399999999999,6,92,8.51,TD,1678363823
365,garden city,42.3256,-83.331,32.25200000000008,75,100,1.54,US,1678363642
366,marawi,7.9986,124.2928,68.82800000000006,97,68,1.25,PH,1678363825
367,basco,20.4487,121.9702,72.86000000000008,75,13,6.88,PH,1678363827
368,narsaq,60.9167,-46.05,25.01600000000001,70,89,3.72,GL,1678363829
369,codrington,-38.2667,141.9667,57.2,90,37,2.33,AU,1678363830
370,mamallapuram,12.6264,80.1722,86.05400000000006,59,100,6.09,IN,1678363832
371,kaniama,-7.5667,24.1833,79.934,65,100,2.39,CD,1678363833
372,gizo,-8.103,156.8419,82.02200000000003,73,100,0.3,SB,1678363835
373,mvuma,-19.2792,30.5283,82.292,34,100,4.51,ZW,1678363838
374,vangaindrano,-23.35,47.6,76.53200000000001,89,94,1.19,MG,1678363839
375,cidreira,-30.1811,-50.2056,79.32200000000003,69,3,3.7,BR,1678363840
376,ponta delgada,37.7333,-25.6667,61.52000000000006,94,75,6.17,PT,1678363842
377,yokadouma,3.5167,15.05,100.32800000000006,27,63,0.72,CM,1678363843
378,otradnoye,59.7775,30.8181,21.254000000000055,90,100,4.3,RU,1678363845
379,salalah,17.0151,54.0924,84.29000000000002,54,20,2.57,OM,1678363847
380,kawalu,-7.3817,108.2082,73.50800000000001,96,86,0.9,ID,1678363848
381,ierapetra,35.01,25.7353,61.86200000000006,56,0,4.22,GR,1678363851
382,kuvshinovo,57.0295,34.1725,27.212000000000057,86,100,4.89,RU,1678363852
383,odweyne,9.4092,45.064,86.97200000000004,23,47,2.37,SO,1678363854
384,krasnoselkup,65.7,82.4667,-0.39999999999994884,86,97,6.4,RU,1678363855
385,buriti dos lopes,-3.175,-41.8669,84.34400000000008,65,75,1.57,BR,1678363856
386,skjervoy,70.0311,20.9714,24.8,76,100,13.42,NO,1678363858
387,victoria,22.2855,114.1577,76.19000000000003,81,12,3.12,HK,1678363715
388,tarancon,40.0085,-3.0073,57.34400000000007,68,95,10.24,ES,1678363860
389,kyzyl-suu,42.3414,78.0056,41.45,71,100,0.81,KG,1678363862
390,kashi,39.4547,75.9797,68.73800000000004,12,79,1.56,CN,1678363863
391,cockburn town,21.4612,-71.1419,74.69600000000005,61,68,8.18,TC,1678363836
392,bulgan,48.8125,103.5347,30.991999999999997,72,98,8.09,MN,1678363868
393,ilorin,8.5,4.55,97.12400000000001,34,35,2.22,NG,1678363870
394,chaohu,31.6,117.8667,68.64800000000002,37,0,2.44,CN,1678363871
395,gramsh,40.8697,20.1844,63.662000000000056,58,84,2.81,AL,1678363873
396,ahipara,-35.1667,173.1667,63.518000000000086,93,98,3.82,NZ,1678363875
397,sharkan,57.2989,53.8712,34.17800000000007,96,100,7.65,RU,1678363876
398,sur,22.5667,59.5289,82.43600000000006,36,36,6.21,OM,1678363878
399,polje,43.8806,18.0744,56.444000000000074,83,98,3.56,BA,1678363880
400,goderich,43.7501,-81.7165,26.906000000000027,85,81,5.96,CA,1678363881
401,korla,41.7597,86.1469,56.46200000000006,34,9,4.56,CN,1678363883
402,alyangula,-13.8483,136.4192,80.042,61,1,1.91,AU,1678363885
403,samdari,25.8167,72.5833,89.51000000000008,13,0,3.73,IN,1678363887
404,arenapolis,-14.4503,-56.8461,75.00200000000008,90,88,2.23,BR,1678363888
405,buritis,-15.6178,-46.4233,75.88399999999999,65,100,1.32,BR,1678363891
406,casper,42.8666,-106.3131,19.994000000000074,93,100,4.12,US,1678363892
407,dukstas,55.5333,26.3333,30.254000000000055,68,78,3.61,LT,1678363894
408,san javier,37.8063,-0.8374,71.31200000000005,44,0,3.6,ES,1678363896
409,guaymas,27.9333,-110.9,63.391999999999996,40,98,2.38,MX,1678363897
410,rocha,-34.4833,-54.3333,74.57000000000006,69,1,1.86,UY,1678363732
411,coos bay,43.3665,-124.2179,42.92600000000009,75,100,5.14,US,1678363900
412,sosnovo-ozerskoye,52.5249,111.5418,23.39600000000005,73,100,7.05,RU,1678363901
413,san cristobal,7.7669,-72.225,66.38000000000004,92,99,1.4,VE,1678363903
414,itarema,-2.9248,-39.9167,81.19400000000007,78,88,5.71,BR,1678363905
415,vammala,61.3333,22.9,20.60600000000003,61,7,1.88,FI,1678363906
416,lorengau,-2.0226,147.2712,81.46400000000003,78,99,2.29,PG,1678363908
417,pangody,65.85,74.4859,1.2740000000000116,83,85,7.95,RU,1678363909
418,pandua,23.0833,88.2833,88.21400000000003,24,79,0.43,IN,1678363910
419,olga,43.7444,135.2892,30.38000000000004,95,100,3.28,RU,1678363912
420,ostrovnoy,68.0531,39.5131,8.276000000000089,89,36,6.83,RU,1678363913
421,kaili,-3.4626,120.2147,68.64800000000002,97,98,0.97,ID,1678363914
422,saint anthony,45.0205,-93.218,34.754000000000055,75,100,2.57,US,1678363916
423,zhengjiatun,43.5064,123.5064,47.030000000000044,31,30,3.71,CN,1678363917
424,port lincoln,-34.7333,135.8667,60.83600000000007,78,48,3.76,AU,1678363920
425,malvern,34.3623,-92.813,51.314000000000036,91,100,2.62,US,1678363921
426,mirnyy,62.5353,113.9611,18.554000000000052,96,100,2.62,RU,1678363651
427,sawang daen din,17.4753,103.4575,92.10200000000007,94,0,0.08,TH,1678363924
428,sankeshwar,16.2667,74.4833,89.99600000000005,16,3,4.25,IN,1678363926
429,moscow,55.7522,37.6156,29.372000000000035,91,100,4.37,RU,1678363764
430,shubarkuduk,49.1447,56.4872,33.908,83,37,5.29,KZ,1678363928
431,lincoln,40.8,-96.667,34.17800000000007,96,100,2.06,US,1678363494
432,palmer,42.1584,-72.3287,33.40400000000005,66,85,0.89,US,1678363931
433,robertsport,6.7533,-11.3686,82.27400000000002,71,45,3.18,LR,1678363933
434,pinega,64.7001,43.3936,23.9,93,100,0.5,RU,1678363936
435,chabahar,25.2919,60.643,79.26800000000009,57,76,4.28,IR,1678363937
436,pochutla,15.7432,-96.4661,71.816,79,0,1.25,MX,1678363939
437,kaitangata,-46.2817,169.8464,53.096000000000046,96,43,1.51,NZ,1678363941
438,sao felix do xingu,-6.6447,-51.995,74.91200000000006,94,99,0.25,BR,1678363942
439,umm kaddadah,13.6017,26.6876,93.95600000000003,8,65,9.24,SD,1678363944
440,banda aceh,5.5577,95.3222,80.97800000000007,74,48,6.03,ID,1678363946
441,sarkand,45.41,79.9186,37.11200000000006,88,100,1.72,KZ,1678363948
442,nanzhou,29.3596,112.4024,69.85400000000006,48,14,3.74,CN,1678363949
443,okmulgee,35.6234,-95.9605,51.17000000000006,100,100,3.09,US,1678363951
444,kusa,55.3383,59.4406,34.57400000000001,84,100,6.92,RU,1678363953
445,keflavik,64.0049,-22.5624,27.032000000000018,54,0,4.63,IS,1678363954
446,orocue,4.7912,-71.3354,81.842,61,96,1.4,CO,1678363955
447,buraydah,26.326,43.975,78.74600000000005,22,85,2.32,SA,1678363957
448,laguna,38.421,-121.4238,43.32200000000004,87,100,3.09,US,1678363959
449,caninde,-4.3589,-39.3117,84.41600000000001,60,57,4.43,BR,1678363960
450,bardiyah,31.7561,25.0865,63.44600000000005,59,0,8.81,LY,1678363964
451,emerald,-23.5333,148.1667,70.34000000000002,97,100,8.58,AU,1678363966
452,port blair,11.6667,92.75,80.96000000000008,67,6,4.75,IN,1678363967
453,charters towers,-20.1,146.2667,75.66800000000009,93,82,5.23,AU,1678363968
454,syracuse,37.0881,15.2792,74.57000000000006,62,22,5.27,IT,1678363790
455,seoul,37.5683,126.9778,47.588000000000044,66,1,1.5,KR,1678363733
456,acajutla,13.5928,-89.8275,76.11800000000008,72,84,2.63,SV,1678363972
457,kosh-agach,50.0,88.6667,7.898000000000025,79,17,1.84,RU,1678363974
458,baoning,25.3378,110.026,73.72400000000002,37,1,1.42,CN,1678363975
459,kharp,66.8014,65.8081,-2.145999999999944,100,91,0.97,RU,1678363976
460,nueva concepcion,14.2,-91.3,72.32000000000006,78,93,1.55,GT,1678363978
461,okhotsk,59.3833,143.3,3.5419999999999945,98,99,3.21,RU,1678363979
462,fauske,67.2588,15.3918,28.778000000000066,93,100,4.33,NO,1678363821
463,idrinskoye,54.3708,92.1358,4.783999999999992,87,54,0.46,RU,1678363982
464,rodrigues alves,-7.738,-72.6509,74.12000000000006,95,98,1.09,BR,1678363984
465,neustrelitz,53.3667,13.0833,35.42000000000006,83,100,2.93,DE,1678363985
466,panjakent,39.4952,67.6093,56.80400000000005,63,100,3.72,TJ,1678363987
467,vila franca do campo,37.7167,-25.4333,61.214000000000034,89,89,7.2,PT,1678363988
468,glendive,47.1053,-104.7125,13.748000000000026,90,100,5.14,US,1678363990
469,hervey bay,-25.2986,152.8535,77.30600000000003,71,100,4.38,AU,1678363936
470,okha,53.5739,142.9478,15.458000000000006,92,100,4.49,RU,1678363993
471,mildura,-34.2,142.15,59.07200000000004,65,0,3.99,AU,1678363995
472,kologriv,58.8275,44.3178,29.75,84,94,6.03,RU,1678363996
473,iberia,29.9502,-91.7507,70.05200000000008,88,100,0.0,US,1678363998
474,kefamenanu,-9.4467,124.4781,71.99600000000005,94,50,0.93,ID,1678364000
475,tasiilaq,65.6145,-37.6368,19.562000000000058,92,100,5.76,GL,1678364002
476,trzebiatow,54.0615,15.2648,33.854000000000056,61,100,4.0,PL,1678364004
477,sinnamary,5.3833,-52.95,78.99800000000002,73,82,4.01,GF,1678364005
478,prainha,-1.8,-53.48,75.63200000000002,90,100,0.77,BR,1678364007
479,san patricio,28.017,-97.5169,73.88600000000007,95,40,3.42,US,1678364009
480,mangai,-4.05,19.5333,92.89400000000008,41,94,1.91,CD,1678364010
481,liling,27.6667,113.5,70.44800000000002,42,2,1.97,CN,1678364012
482,maragogi,-9.0122,-35.2225,82.90400000000005,70,46,4.64,BR,1678364013
483,tezu,27.9167,96.1667,75.99199999999999,34,4,1.62,IN,1678364015
484,srednekolymsk,67.45,153.6833,-28.011999999999958,99,74,1.16,RU,1678364017
485,bethel,41.3712,-73.414,33.89000000000002,67,0,1.79,US,1678363761
486,sakakah,29.9697,40.2064,67.658,31,3,3.38,SA,1678363851
487,san policarpo,12.1791,125.5072,77.50400000000005,76,1,4.6,PH,1678364021
488,yongchang,30.0381,119.7317,63.06800000000008,48,2,0.58,CN,1678364022
489,the valley,18.217,-63.0578,82.09400000000008,65,20,4.12,AI,1678364024
490,singarayakonda,15.25,80.0333,81.33800000000005,55,100,4.73,IN,1678364025
491,winnemucca,40.973,-117.7357,26.654000000000053,63,100,3.6,US,1678363816
492,moyo,3.6609,31.7247,96.83600000000007,19,82,1.78,UG,1678364028
493,farrukhnagar,17.0778,78.2011,85.71200000000006,19,3,4.65,IN,1678364029
494,tromso,69.6496,18.957,27.374000000000013,86,75,9.26,NO,1678364031
495,pinsk,52.1229,26.0951,33.78200000000002,94,100,4.72,BY,1678364032
496,kibaya,-5.3,36.5667,87.76400000000004,23,99,2.21,TZ,1678364033
497,klaksvik,62.2266,-6.589,32.918000000000085,59,100,9.64,FO,1678364035
498,cherskiy,68.75,161.3,-12.423999999999964,91,100,2.22,RU,1678364036
499,paragominas,-2.9667,-47.4833,78.00800000000001,86,81,0.93,BR,1678364037
500,maputo,-25.9653,32.5892,87.47600000000008,66,40,5.14,MZ,1678364039
501,lixourion,38.2019,20.4314,60.8,77,40,4.12,GR,1678364040
502,acari,-15.4311,-74.6158,74.96600000000001,79,100,0.72,PE,1678364042
503,alta floresta,-9.8756,-56.0861,71.47400000000002,98,100,0.52,BR,1678363816
504,axim,4.8699,-2.2405,85.26200000000006,69,22,3.4,GH,1678364045
505,oktyabrskiy,54.4815,53.471,34.50200000000008,98,100,8.21,RU,1678364047
506,abilene,32.4487,-99.7331,49.766000000000005,96,100,1.54,US,1678364036
507,pahrump,36.2083,-115.9839,39.254000000000055,49,98,0.45,US,1678364049
508,encantado,-29.2361,-51.8697,83.01200000000006,76,27,0.94,BR,1678363861
509,abha,18.2164,42.5053,68.25200000000008,46,20,7.72,SA,1678363856
510,cartagena del chaira,1.3349,-74.8429,72.44600000000005,99,100,1.18,CO,1678364053
511,amantea,39.1332,16.0746,64.45400000000005,71,100,0.76,IT,1678364055
512,antropovo,58.3988,43.0066,28.34600000000005,84,98,5.78,RU,1678364057
513,chapais,49.7834,-74.8492,17.40200000000008,94,100,3.87,CA,1678364058
514,tazovskiy,67.4667,78.7,-0.7419999999999476,82,100,7.53,RU,1678364060
515,longyearbyen,78.2186,15.6401,4.838000000000044,51,75,9.77,SJ,1678364061
516,carire,-3.9506,-40.4733,86.41400000000003,52,59,3.39,BR,1678364063
517,bissau,11.8636,-15.5977,90.41000000000008,32,13,1.47,GW,1678364064
518,westerly,41.3776,-71.8273,37.86800000000009,69,100,6.17,US,1678363993
519,zeya,53.75,127.2667,22.712000000000057,96,100,2.12,RU,1678364067
520,elliot,-31.3333,27.85,82.90400000000005,17,0,3.55,ZA,1678364068
521,walvis bay,-22.9575,14.5053,65.08399999999999,55,7,7.74,NA,1678363935
522,geraldton,-28.7667,114.6,70.21400000000003,68,41,4.12,AU,1678364071
523,mirassol,-20.8192,-49.5211,75.29000000000002,75,48,3.01,BR,1678364073
524,yar-sale,66.8333,70.8333,4.244000000000074,94,93,6.58,RU,1678364075
525,nelson bay,-32.7167,152.15,73.99400000000007,79,0,4.02,AU,1678364078
526,zabol,32.25,67.25,64.184,24,9,4.48,AF,1678364079
527,camacupa,-12.0167,17.4833,71.97800000000007,77,100,0.89,AO,1678364081
528,bodaybo,57.8506,114.1933,25.664000000000033,83,100,7.5,RU,1678364084
529,abu samrah,35.3029,37.1841,64.68800000000005,33,1,5.74,SY,1678364085
530,mayumba,-3.432,10.6554,82.79600000000005,71,66,3.98,GA,1678364086
531,fort wellington,6.4,-57.6,78.908,73,97,4.03,GY,1678364088
532,vanimo,-2.6741,141.3028,78.76400000000004,88,81,1.95,PG,1678364089
533,quesnel,52.9999,-122.5029,-7.113999999999983,100,82,0.61,CA,1678364090
534,batemans bay,-35.7167,150.1833,64.09400000000008,81,0,1.7,AU,1678363850
535,viedma,-40.8135,-62.9967,71.31200000000005,58,53,3.55,AR,1678363874
536,jamame,0.0722,42.7506,90.08600000000007,47,16,7.44,SO,1678364094
537,kilgore,32.3863,-94.8758,61.43000000000004,94,100,3.09,US,1678364096
538,miquelon,47.0975,-56.3814,33.8,77,100,14.87,PM,1678364098
539,xinzhou,38.4092,112.7333,59.360000000000085,20,3,3.32,CN,1678364100
540,vostok,46.4856,135.8833,20.78600000000007,97,100,1.7,RU,1678364102
541,inuvik,68.3499,-133.7218,-1.9119999999999564,89,100,1.93,CA,1678363829
542,aksarka,66.5606,67.7975,6.152000000000079,94,100,5.5,RU,1678364107
543,flinders,-34.5833,150.8552,64.38200000000002,74,0,1.66,AU,1678364112
544,ailigandi,9.2333,-78.0167,75.61400000000003,81,100,2.72,PA,1678364115
545,kalmunai,7.4167,81.8167,79.77200000000003,81,31,4.96,LK,1678364120
546,rivera,-30.9053,-55.5508,82.02200000000003,47,0,1.69,UY,1678364123
547,corsicana,32.0954,-96.4689,60.062000000000054,91,97,0.45,US,1678364125
548,rudnyy,52.9594,63.1206,28.633999999999993,79,100,7.95,KZ,1678364126
549,bantou,26.2151,117.4893,66.48800000000004,50,0,1.69,CN,1678364128
550,am timan,11.0297,20.2827,102.97400000000002,9,63,5.0,TD,1678364130
551,lakes entrance,-37.8811,147.981,58.15400000000005,73,1,5.03,AU,1678364133
552,isangel,-19.55,169.2667,76.37000000000006,75,8,4.56,VU,1678364135
553,newport,51.5877,-2.9984,51.02600000000009,95,100,2.46,GB,1678364076
554,micheweni,-4.9667,39.8333,84.25400000000005,63,48,6.67,TZ,1678364138
555,taltal,-25.4,-70.4833,69.0260000000001,79,12,0.62,CL,1678364140
556,teupasenti,14.2167,-86.7,60.8,98,85,0.69,HN,1678364142
557,bandarbeyla,9.4942,50.8122,81.41000000000008,64,50,6.11,SO,1678364144
558,labuan,5.2767,115.2417,79.934,85,34,6.43,MY,1678364146
559,floriano,-6.7669,-43.0225,87.89000000000001,40,50,3.36,BR,1678364147
560,kinablangan,7.6947,126.5503,79.016,85,23,4.1,PH,1678364149
561,khodz,44.5102,40.7142,60.314000000000036,42,95,2.07,RU,1678364150
562,zyryanka,65.75,150.85,-28.371999999999936,100,15,1.13,RU,1678364152
563,yakeshi,49.2833,120.7333,16.736000000000068,92,94,1.62,CN,1678364153
564,jacala,21.0167,-99.1833,51.062000000000054,94,7,1.04,MX,1678364155
